node_A_num	node_B_num	combined_score
383	413	0.6
598	520	0.303
1130	916	0.268
1166	313	0.301
220	1011	0.328
346	883	0.215
346	850	0.194
453	691	0.177
496	752	0.369
613	962	0.837
358	666	0.246
358	1132	0.879
803	154	0.173
252	483	0.216
320	600	0.263
428	764	0.352
556	1138	0.241
923	709	0.766
281	9	0.426
376	814	0.194
376	333	0.56
624	378	0.163
624	298	0.194
626	124	0.168
752	468	0.26
815	396	0.228
826	994	0.175
826	782	0.76
859	691	0.851
1002	1141	0.345
1120	539	0.876
1140	354	0.315
118	1166	0.508
463	250	0.987
620	902	0.287
956	686	0.625
972	1095	0.192
1010	325	0.151
1041	121	0.538
1133	670	0.542
175	910	0.165
405	824	0.192
816	251	0.171
957	57	0.213
269	558	0.286
277	29	0.802
282	888	0.168
366	770	0.816
423	116	0.154
451	1104	0.16
603	63	0.981
829	687	0.214
199	1002	0.15
254	895	0.282
339	52	0.168
575	1000	0.478
588	409	0.25
1030	983	0.24
290	552	0.186
457	133	0.187
570	27	0.165
130	217	0.224
289	484	0.178
410	1172	0.311
410	9	0.209
511	542	0.275
551	910	0.204
884	1038	0.227
997	232	0.154
1036	7	0.494
1053	748	0.294
1131	44	0.182
4	581	0.27
29	689	0.484
156	617	0.232
794	1036	0.321
794	251	0.297
977	521	0.164
1026		0.253
505	306	0.458
644	945	0.159
717	792	0.577
723	983	0.18
787	1059	0.254
30	579	0.171
187	412	0.211
246	351	0.205
246	580	0.226
670	1056	0.217
862	290	0.221
1058	248	0.426
1058	461	0.339
323	57	0.176
721	27	0.156
721	546	0.933
233	526	0.291
344	485	0.205
425	1176	0.21
589	745	0.258
683	116	0.54
683	132	0.23
321	295	0.394
397	104	0.197
489	998	0.168
793	826	0.213
552	1118	0.202
360	121	0.299
560	129	0.27
748	1117	0.255
1137	753	0.336
14	977	0.238
70	597	0.836
170	366	0.214
647	245	0.162
665	1169	0.193
1001	374	0.249
1001	1132	0.402
32	447	0.235
116	82	0.219
399	15	0.328
443	1028	0.23
483	797	0.318
483	485	0.944
533	661	0.183
602	718	0.299
801	383	0.2
896	1050	0.151
1085	814	0.497
185	193	0.973
189	1126	0.86
468	741	0.187
527	791	0.241
678	994	0.188
1011	660	0.397
1042	516	0.361
1126	580	0.311
1149	655	0.153
97	666	0.176
97	63	0.186
200	981	0.151
458	785	0.179
546	606	0.534
547	190	0.681
767	391	0.206
819	665	0.287
969	97	0.15
1080	365	0.645
1091	954	0.183
1125	639	0.687
19	729	0.736
49	774	0.271
63	130	0.85
198	527	0.247
403	1151	0.19
406	412	0.588
448	602	0.48
512	248	0.363
528	102	0.156
995	321	0.308
1107	580	0.193
205	1050	0.564
578	274	0.984
695	490	0.31
927	292	0.793
46	675	0.698
81	844	0.3
163	598	0.16
327	172	0.197
1136	514	0.157
213	848	0.188
727	293	0.513
777	89	0.264
1072	759	0.157
1135	306	0.53
599	809	0.82
708	450	0.218
764	792	0.402
796	792	0.687
1159	1042	0.297
168	14	0.167
809	1053	0.249
275	956	0.951
354	774	0.207
354	286	0.347
354	194	0.358
385	702	0.159
519	1053	0.153
519	896	0.308
521	3	0.154
521	693	0.328
606	847	0.198
844	553	0.345
844	788	0.292
1048	255	0.428
9	1170	0.208
34	240	0.176
42	375	0.647
143	304	0.352
207	413	0.203
314	33	0.657
404	1027	0.421
520	104	0.274
628	705	0.356
1004	277	0.256
102	242	0.497
105	927	0.535
140	625	0.254
225	20	0.151
788	61	0.36
883	193	0.264
1130	386	0.297
79	546	0.948
346	772	0.197
419	514	0.95
419	376	0.314
746	956	0.427
910	468	0.194
1110	857	0.993
154	803	0.173
154	941	0.253
192	456	0.656
305	805	0.218
417	38	0.902
941	36	0.155
953	555	0.29
980	986	0.341
54	943	0.28
54	629	0.698
422	878	0.367
808	46	0.271
824	33	0.189
959	1021	0.176
1155	883	0.792
561	169	0.432
561	34	0.295
624	919	0.174
752	584	0.629
752	145	0.662
826	426	0.266
826	246	0.163
2	286	0.783
463	861	0.392
541	781	0.26
729	1159	0.829
972	381	0.455
972	953	0.449
1041	735	0.303
816	1118	0.33
897	67	0.198
957	890	0.257
133	579	0.265
133	972	0.339
162	583	0.17
282	299	0.227
374	825	0.203
534	102	0.171
845	998	0.194
577	421	0.174
703	79	0.35
193	144	0.391
290	780	0.187
433	944	0.208
433	896	0.236
457	605	0.17
457	547	0.187
493	23	0.915
130	169	0.298
130	2	0.91
600	903	0.173
632	320	0.646
712	15	0.165
770	360	0.819
835	143	0.231
884	4	0.151
918	7	0.247
955	363	0.82
955	330	0.268
997	652	0.242
1165	526	0.256
240	930	0.201
398	52	0.207
630	583	0.292
832	842	0.222
857	1130	0.993
411	1133	0.202
936	363	0.167
132	141	0.178
187	856	0.977
515	718	0.373
515	580	0.197
640	136	0.169
687	959	0.681
705	835	0.192
820	825	0.229
933	1063	0.556
15	194	0.196
15	345	0.851
127	1009	0.169
663	650	0.333
676	909	0.232
721	344	0.521
87	591	0.27
344	1027	0.243
348	944	0.173
882	422	0.753
50	28	0.206
288	795	0.412
745	148	0.415
842	360	0.619
1164	198	0.181
1164	561	0.172
634	1148	0.205
1018	368	0.995
1035	65	0.269
14	364	0.292
170	1137	0.309
672	451	0.339
836	562	0.175
836	881	0.155
836	896	0.182
868	569	0.231
954	1095	0.273
1001	26	0.331
1084	1030	0.675
179	1150	0.495
179	1	0.202
483	931	0.197
483	443	0.261
594	189	0.723
604	12	0.173
801	286	0.203
837	201	0.328
1085	483	0.977
55	665	0.412
101	696	0.387
412	934	0.194
449	470	0.291
639	957	0.316
945	906	0.288
1011	1101	0.232
1011	140	0.446
1145	265	0.278
1149	369	0.309
1149	797	0.173
1149	318	0.204
0	914	0.176
0	105	0.275
97	195	0.67
158	1091	0.38
330	1079	0.187
402	301	0.281
452	824	0.216
767	28	0.375
772	54	0.266
772	786	0.395
819	422	0.233
838	576	0.153
1091	364	0.404
587	1117	0.329
724	643	0.195
951	1069	0.622
51	143	0.4
63	1038	0.167
85	193	0.439
85	981	0.221
371	1149	0.29
403	1154	0.217
536	40	0.982
755	242	0.44
987	639	0.185
998	552	0.428
1024	1144	0.392
1031	489	0.594
1107	975	0.307
1108	870	0.155
90	105	0.177
250	786	0.987
266	141	0.349
369	983	0.214
691	855	0.189
695	159	0.688
851	14	0.418
1073	1155	0.164
12	129	0.377
81	194	0.176
81	1176	0.844
86	589	0.224
206	977	0.151
325	574	0.171
327	960	0.225
359	374	0.199
359	1047	0.178
431	663	0.42
895	145	0.465
960	796	0.222
1136	1172	0.216
230	562	0.457
232	408	0.168
642	980	0.791
777	555	0.156
1135	261	0.201
571	456	0.261
749	582	0.274
889	117	0.18
381	764	0.204
700	363	0.999
715	355	0.41
736	1118	0.308
898	224	0.377
991	709	0.99
994	940	0.286
1077	650	0.246
1138	1042	0.834
275	1077	0.841
292	1150	0.306
354	361	0.261
666	2	0.167
786	603	0.843
786	720	0.217
999	1018	0.849
42	193	0.24
159	1008	0.196
421	110	0.175
460	957	0.339
499	585	0.251
520	931	0.152
520	443	0.231
20	469	0.479
102	105	0.218
102	292	0.619
105	449	0.17
140	1141	0.264
333	873	0.198
549	999	0.167
883	176	0.195
917	389	0.218
1130	890	0.171
1130	45	0.182
1166	741	0.152
1166	44	0.271
79	653	0.604
174	686	0.155
274	617	0.226
419	1172	0.365
496	814	0.386
496	19	0.576
1110	573	0.468
120	989	0.153
154	770	0.236
279	574	0.213
305	50	0.203
658	398	0.323
252	188	0.453
422	720	0.379
864	1	0.232
1038	169	0.999
1038	2	0.557
64	527	0.293
231	521	0.401
376	81	0.181
538	639	0.608
626	319	0.221
752	738	0.347
799	804	0.188
826	256	0.277
899	67	0.181
44	783	0.229
44	264	0.213
387	121	0.181
729	546	0.555
729	1104	0.342
950	721	0.301
1133	477	0.407
286	197	0.163
405	1000	0.461
869	1172	0.307
1046	252	0.161
1069	1085	0.407
1153	1060	0.549
1154	219	0.183
100	903	0.152
133	855	0.183
282	384	0.224
366	369	0.282
366	391	0.182
829	728	0.858
199	1108	0.284
211	653	0.277
251	411	0.337
576	665	0.298
1139	964	0.249
7	721	0.556
184	657	0.262
493	226	0.347
743	392	0.322
780	647	0.17
780	73	0.216
446	14	0.242
657	255	0.431
806	358	0.307
955	599	0.963
1131	398	0.995
88	855	0.203
240	587	0.298
389	914	0.163
469	295	0.157
630	200	0.389
438	246	0.64
717	675	0.25
734	283	0.404
84	194	0.284
187	397	0.579
430	461	0.592
545	646	0.248
640	166	0.584
1009	496	0.16
1174	425	0.271
127	614	0.442
127	524	0.837
268	366	0.173
434	419	0.311
635	130	0.501
846	514	0.999
846	552	0.393
846	754	0.583
914	750	0.198
1172	955	0.228
37	70	0.377
262	110	0.661
344	883	0.232
344	956	0.269
425	898	0.218
882	725	0.234
888	896	0.15
297	436	0.165
655	601	0.454
706	595	0.364
706	515	0.2
793	643	0.247
854	77	0.202
1052	653	0.279
50	91	0.31
263	66	0.161
480	876	0.207
535	1048	0.189
664	1131	0.154
124	887	0.209
125	1141	0.184
144	785	0.195
360	986	0.888
392	274	0.926
560	102	0.214
592	1057	0.166
634	756	0.178
856	193	0.944
1035	617	0.217
25	73	0.987
25	1126	0.233
70	957	0.387
365	110	0.321
456	258	0.18
621	730	0.174
790	401	0.183
963	770	0.809
1055	555	0.161
32	866	0.186
32	740	0.205
32	1000	0.183
91	140	0.598
179	585	0.254
393	55	0.694
427	587	0.232
602	767	0.339
689	202	0.276
860	769	0.26
1118	639	0.956
39	797	0.738
68	1011	0.199
101	649	0.201
131	323	0.234
185	1104	0.325
298	451	0.459
517	1159	0.237
569	338	0.177
825	129	0.252
939	293	0.85
1003	351	0.286
1126	290	0.633
1149	1077	0.171
97	927	0.173
304	141	0.163
614	168	0.179
767	91	0.422
887	1068	0.204
1047	514	0.183
1125	876	0.246
1125	88	0.273
142	255	0.161
684	815	0.162
724	1006	0.276
1101	384	0.203
176	14	0.199
176	534	0.432
448	1107	0.179
654	265	0.24
738	1000	0.594
738	130	0.735
1024	1172	0.165
1107	290	0.343
1108	594	0.209
1108	76	0.259
205	411	0.302
259	629	0.18
356	1127	0.151
380	258	0.325
675	717	0.25
730	824	0.264
123	461	0.163
206	693	0.165
359	183	0.34
382	355	0.447
539	967	0.293
65	66	0.814
440	717	0.305
646	290	0.309
754	711	0.207
781	360	0.275
791	1140	0.268
1134	625	0.362
1134	1113	0.999
111	803	0.274
540	485	0.979
571	371	0.359
764	914	0.448
764	231	0.244
796	211	0.258
1014	298	0.489
1132	1019	0.155
36	352	0.172
381	503	0.793
809	1084	0.224
521	172	0.213
709	174	0.176
786	101	0.441
844	738	0.29
878	876	0.512
1048	567	0.466
1083	312	0.261
143	100	0.768
244	165	0.239
244	894	0.151
244	578	0.23
244	262	0.274
248	654	0.176
408	652	0.332
490	3	0.21
516	967	0.936
520	1123	0.997
628	118	0.276
140	852	0.432
140	1044	0.556
140	114	0.655
183	1017	0.151
549	699	0.222
549	452	0.226
785	240	0.315
788	1034	0.165
883	616	0.211
883	1104	0.767
917	923	0.151
61	255	0.19
196	1024	0.19
274	440	0.833
753	375	0.252
753	837	0.199
903	240	0.154
1054	835	0.249
24	468	0.193
24	201	0.185
154	672	0.286
450	652	0.162
450	791	0.309
818	767	0.193
934	42	0.658
953	1166	0.531
191	1028	0.173
238	315	0.452
761	882	0.153
769	728	0.416
909	906	0.152
1074	865	0.153
1123	581	0.279
1123	231	0.187
1155	495	0.672
73	534	0.248
141	852	0.823
299	461	0.272
561	4	0.406
610	237	0.231
752	534	0.301
752	14	0.93
815	772	0.856
400	377	0.17
972	818	0.253
1133	552	0.213
110	348	0.38
121	653	0.247
121	859	0.166
167	790	0.309
167	226	0.485
296	319	0.157
582	1004	0.158
916	77	0.374
343	119	0.414
534	1152	0.167
829	878	0.188
845	541	0.308
1148	977	0.179
77	927	0.539
703	1054	0.164
1030	1126	0.947
193	589	0.154
418	758	0.154
433	723	0.225
445	560	0.289
493	428	0.54
570	302	0.325
605	797	0.221
986	536	0.159
986	1009	0.19
1171	150	0.152
126	1016	0.614
1131	1042	0.828
156	569	0.193
208	446	0.223
255	769	0.252
255	451	0.253
469	586	0.193
775	1031	0.156
832	820	0.169
303	419	0.245
574	343	0.153
936	103	0.284
936	298	0.203
988	1000	0.153
84	844	0.36
545	1176	0.218
640	512	0.313
820	191	0.286
1009	362	0.311
1058	8	0.194
323	1026	0.157
323	1123	0.361
491	741	0.302
635	297	0.156
676	957	0.163
690	355	0.195
872	555	0.268
981	340	0.238
1172	303	0.638
432	675	0.157
589	94	0.167
683	855	0.19
713	455	0.237
929	603	0.321
1028	443	0.23
489	739	0.855
489	824	0.167
706	122	0.176
733	155	0.214
774	1113	0.965
774	666	0.783
50	895	0.208
129	405	0.22
288	896	0.252
328	977	0.179
340	709	0.153
351	714	0.747
480	1015	0.426
535	654	0.198
125	399	0.288
125	131	0.215
203	281	0.305
391	452	0.242
634	273	0.196
649	8	0.292
649	121	0.321
822	610	0.158
1023	669	0.485
14	693	0.296
14	113	0.179
137	124	0.176
170	383	0.3
171	1174	0.156
390	110	0.27
456	986	0.215
790	321	0.191
836	359	0.999
902	546	0.154
963	1079	0.197
963	244	0.445
1017	969	0.58
1147	703	0.989
116	137	0.293
179	676	0.2
525	201	0.547
801	923	0.197
837	321	0.362
1079	837	0.26
39	206	0.202
101	64	0.153
131	983	0.674
131	779	0.712
152	923	0.152
185	536	0.966
517	474	0.949
527	51	0.151
742	419	0.244
825	734	0.19
939	654	0.174
1011	857	0.31
265	398	0.195
546	412	0.493
546	810	0.647
767	895	0.364
587	231	0.511
653	233	0.233
1016	1036	0.177
85	582	0.391
406	37	0.286
413	1011	0.199
413	799	0.28
1024	127	0.18
1108	1004	0.192
675	353	0.209
163	480	0.205
359	1120	0.301
595	720	0.228
1168	711	0.306
440	417	0.152
555	1011	0.183
727	936	0.286
1135	865	0.277
437	1120	0.286
749	297	0.163
757	1072	0.172
1132	306	0.455
1132	1120	0.999
1159	230	0.713
136	491	0.395
700	378	0.317
994	639	0.204
1015	353	0.201
354	822	0.315
597	815	0.235
641	957	0.435
641	106	0.152
666	1155	0.275
786	299	0.871
875	846	0.544
878	740	0.361
999	955	0.202
1048	884	0.319
159	360	0.302
516	616	0.936
6	197	0.157
6	898	0.18
20	402	0.479
102	887	0.16
785	825	0.243
865	348	0.354
865	364	0.685
1130	964	0.363
1130	240	0.274
1166	516	0.483
61	809	0.568
61	491	0.373
79	406	0.285
79	268	0.546
220	420	0.203
453	485	0.988
753	88	0.153
209	440	0.289
728	7	0.447
941	114	0.251
1144	58	0.245
191	670	0.927
226	1057	0.5
428	1118	0.161
428	1134	0.161
556	588	0.238
864	1011	0.36
1123	832	0.99
141	412	0.186
222	298	0.555
231	187	0.282
231	1070	0.504
503	183	0.25
553	191	0.239
554	107	0.212
1120	9	0.394
1140	167	0.998
2	1129	0.152
118	19	0.62
956	404	0.37
1010	893	0.186
1041	293	0.285
16	152	0.204
296	270	0.339
586	975	0.44
586	572	0.409
133	829	0.89
162	116	0.15
277	162	0.234
277	736	0.781
451	955	0.535
603	185	0.988
750	998	0.162
829	1137	0.804
210	776	0.23
588	585	0.766
588	766	0.176
1139	1156	0.319
7	775	0.164
7	73	0.347
558	296	0.189
743	258	0.325
986	1066	0.19
1151	297	0.218
317	1080	0.42
446	976	0.226
551	102	0.375
551	961	0.181
696	663	0.209
806	525	0.231
1036	140	0.472
1169	270	0.248
1169	136	0.223
1169	421	0.195
240	572	0.222
240	1118	0.321
318	101	0.476
398	626	0.164
630	111	0.15
794	144	0.642
977	879	0.205
23	643	0.821
375	985	0.189
723	447	0.18
172	174	0.206
187	144	0.266
187	588	0.337
862	868	0.166
127	219	0.15
434	896	0.553
491	402	0.357
690	797	0.176
975	861	0.387
223	456	0.252
432	1130	0.292
882	187	0.202
882	359	0.435
888	635	0.184
321	133	0.216
854	873	0.207
1156	270	0.336
129	792	0.997
340	863	0.174
842	187	0.161
78	75	0.259
144	306	0.33
634	1016	0.253
783	1075	0.413
847	164	0.36
879	1076	0.269
14	862	0.218
137	135	0.157
151	148	0.333
399	614	0.929
427	764	0.155
694	308	
860	428	0.484
56	469	0.387
58	781	0.285
185	1018	0.997
189	153	0.221
517	169	0.3
567	869	0.17
945	1163	0.284
1011	934	0.201
1042	398	0.992
158	194	0.182
265	39	0.54
458	131	0.176
546	23	0.416
887	273	0.155
969	690	0.164
1047	251	0.316
1091	403	0.245
1091	862	0.446
1091	713	0.275
1167	121	0.315
107	246	0.293
324	420	0.159
684	933	0.254
951	610	0.282
1101	655	0.366
43	433	0.424
169	551	0.251
403	395	0.185
528	861	0.499
738	630	0.393
987	824	0.988
250	916	0.999
369	304	0.165
369	511	0.225
473	702	0.209
578	6	0.209
691	205	0.331
730	375	0.777
927	496	0.298
983	1110	0.156
1158	408	0.26
359	552	0.267
395	1139	0.26
431	473	0.42
867	371	0.345
873	862	0.181
895	871	0.99
904	280	0.838
1068	716	0.278
1168	238	0.466
230	167	0.152
642	216	0.78
1040	480	0.478
82	750	0.65
599	767	0.283
749	1061	0.45
764	1011	0.618
807	836	0.685
861	941	0.223
1132	924	0.233
401	1038	0.975
700	143	0.268
292	535	0.151
514	587	0.483
521	18	0.299
568	1117	0.273
606	384	0.27
616	1143	0.603
978	1175	0.17
34	549	0.274
244	783	0.214
421	390	0.257
499	129	0.159
1071	333	0.213
20	553	0.941
140	975	0.528
788	118	0.185
883	723	0.999
174	721	0.739
293	570	0.238
346	911	0.275
419	726	0.162
496	899	0.153
508	972	0.228
662	736	0.584
746	844	0.38
746	45	0.181
871	397	0.247
910	642	0.302
924	605	0.163
924	588	0.151
1054	703	0.164
154	860	0.164
157	1125	0.208
803	341	0.229
941	790	0.231
1144	942	0.191
226	981	0.165
252	230	0.226
252	1069	0.323
320	780	0.316
593	699	0.595
1074	605	0.315
73	363	0.994
222	184	0.183
231	33	0.357
256	403	0.196
538	166	0.159
752	371	0.368
752	1140	0.68
799	703	0.242
118	798	0.392
543	467	0.244
956	56	0.182
1010	198	0.21
1133	1125	0.991
296	922	0.188
586	598	0.153
816	573	0.39
869	1141	0.186
869	1055	0.477
916	1095	0.241
366	551	0.269
750	632	0.208
1027	578	0.757
251	584	0.269
588	231	0.213
877	795	0.152
1030	270	0.989
7	2	0.257
201	100	0.753
457	467	0.228
711	240	0.28
446	196	0.44
551	1050	0.199
657	758	0.155
660	1069	0.649
835	599	0.278
835	684	0.47
880	290	0.184
997	798	0.206
1053	815	0.273
1076	602	0.185
1076	189	0.237
1082	416	0.169
1165	430	0.296
240	412	0.267
240	1125	0.691
398	578	0.244
462	629	0.251
469	857	0.158
495	410	0.183
495	1000	0.27
794	1143	0.308
794	816	0.436
832	1131	0.954
166	798	0.326
375	334	0.316
411	103	0.15
470	407	0.164
505	605	0.226
734	612	0.214
734	809	0.276
773	586	0.39
776	832	0.998
1033	340	0.162
84	763	0.2
187	477	0.208
515	77	0.896
545	443	0.232
862	46	0.275
83	862	0.23
268	956	0.21
301	743	0.235
302	49	0.176
323	348	0.165
1172	58	0.247
96	878	0.65
155	279	0.556
348	639	0.309
409	690	0.163
409	288	0.213
425	458	0.39
432	649	0.53
589	1137	0.154
882	1082	0.336
612	1054	0.189
793	171	0.696
129	1010	0.311
280	916	0.823
842	1082	0.158
360	554	0.556
634	61	0.348
634	947	0.645
748	1031	0.395
783	1172	0.262
879	376	0.192
879	519	0.558
1006	1081	0.185
1023	599	0.241
1106	145	0.265
1137	545	0.768
178	375	0.234
365	963	0.151
456	129	0.22
647	456	0.177
672	1134	0.168
672	295	0.223
836	278	0.217
836	1066	0.769
1084	514	0.581
1084	790	0.32
106	1154	0.161
295	815	0.273
295	571	0.251
399	943	0.687
591	413	0.461
602	539	0.172
602	1058	0.154
68	783	0.181
152	895	0.209
189	125	0.283
273	244	0.168
567	1152	0.276
693	202	0.177
792	1025	0.863
938	902	0.198
939	871	0.474
1011	873	0.272
1057	616	0.242
1057	633	0.195
97	226	0.382
97	376	0.568
355	625	0.206
614	844	0.178
967	857	0.208
969	553	0.259
1091	269	0.194
1167	19	0.754
19	144	0.716
653	413	0.503
67	399	0.227
448	1123	0.188
448	663	0.192
528	897	0.332
528	398	0.91
536	791	0.159
654	223	0.379
987	753	0.329
506	158	0.183
506	876	0.251
691	1069	0.993
890	1059	0.313
18	519	0.315
81	698	0.388
188	398	0.178
206	87	0.386
359	75	0.291
867	258	0.161
873	805	0.599
1104	174	0.209
230	1126	0.408
440	14	0.236
555	914	0.998
579	1150	0.208
646	63	0.259
791	712	0.23
1152	956	0.196
186	269	0.177
631	505	0.307
764	1064	0.214
861	277	0.163
1008	290	0.187
1014	752	0.334
117	1070	0.292
270	208	0.253
618	980	0.429
720	14	0.259
839	507	0.818
898	447	0.27
519	967	0.172
519	287	0.234
521	756	0.244
617	879	0.233
844	103	0.221
878	1057	0.317
207	80	0.174
207	617	0.176
244	626	0.294
248	43	0.177
314	942	0.749
421	268	0.161
467	209	0.982
488	295	0.567
490	430	0.278
499	1166	0.172
520	1107	0.385
530	115	0.17
549	556	0.194
598	764	0.154
718	796	0.451
917	1123	0.156
1141	99	0.166
1141	714	0.176
1166	891	0.212
220	43	0.284
220	791	0.423
346	699	0.203
346	396	0.619
346	118	0.275
508	516	0.691
737	156	0.228
903	999	0.294
910	129	0.206
1044	216	0.158
1044	86	0.3
154	550	0.638
154	715	0.301
154	1081	0.41
305	977	0.153
934	1084	0.23
953	791	0.19
980	1085	0.208
1144	125	0.334
252	986	0.72
364	44	0.276
769	713	0.328
1074	1067	0.167
1123	1130	0.999
66	156	0.445
73	599	0.996
231	633	0.391
553	931	0.371
554	375	0.492
815	883	0.274
815	850	0.153
1002	261	0.15
1140	702	0.228
59	196	0.187
564	696	0.193
620	55	0.554
848	869	0.319
876	322	0.483
956	98	0.277
956	1155	0.932
972	416	0.222
1066	24	0.178
1117	1033	0.222
71		0.316
296	1126	0.204
652	1007	0.323
869	539	0.978
985	940	0.323
1154	879	0.206
1154	76	0.741
277	634	0.171
451	193	0.45
601	606	0.997
750	1066	0.165
817	767	0.285
829	91	0.165
845	130	0.901
77	580	0.406
94	698	0.936
580	286	0.24
588	81	0.227
758	304	0.157
1062	18	0.261
7	736	0.248
193	1044	0.286
290	930	0.59
290	813	0.196
290	7	0.293
433	653	0.504
433	807	0.346
445	470	0.232
464	976	0.481
484	544	0.186
484	121	0.191
1171	753	0.267
130	981	0.436
410	477	0.25
511	735	0.216
835	1140	0.167
884	1104	0.22
884	582	0.264
955	936	0.189
955	439	0.222
997	143	0.157
997	936	0.417
1000	991	0.183
1131	709	0.866
1131	264	0.168
1169	902	0.152
447	355	0.363
609	650	0.159
609	432	0.163
630	492	0.23
857	423	0.157
166	809	0.169
283	1026	0.155
303	338	0.283
574	1006	0.644
734	675	0.208
936	1101	0.156
988	895	0.17
1033	266	0.644
84	746	0.188
246	734	0.356
246	44	0.277
477	478	0.718
686	25	0.172
705	671	0.337
15	302	0.228
83	169	0.187
83	152	0.336
83	1151	0.701
323	721	0.938
426	27	0.307
663	101	0.441
721	895	0.507
914	458	0.538
981	859	0.387
37	323	0.205
87	189	0.351
155	1126	0.194
348	693	0.251
683	984	0.468
713	80	0.157
813	1083	0.165
843	459	0.198
855	571	0.154
882	815	0.378
888	197	0.339
489	70	0.964
667	650	0.201
706	228	0.292
854	1069	0.232
129	670	0.199
288	259	0.304
442	743	0.214
75	534	0.181
144	961	0.34
378	775	0.379
378	76	0.183
634	635	0.324
649	1138	0.188
1035	1066	0.18
1129	633	0.164
1137	602	0.53
70	1159	0.153
151	1167	0.34
153	324	0.183
456	30	0.163
456	604	0.345
456	209	0.975
524	193	0.325
665	605	0.307
672	333	0.158
672	814	0.193
790	764	0.561
790	63	0.935
32	883	0.993
399	960	0.827
427	228	0.387
483	750	0.166
594	978	0.441
837	1132	0.292
39	490	0.291
101	729	0.944
101	1135	0.429
131	526	0.464
152	4	0.188
273	447	0.171
298	861	0.259
412	752	0.292
517	916	0.97
567	884	0.238
939	587	0.157
945	58	0.224
1057	844	0.256
0	813	0.228
265	558	0.193
546	483	0.271
614	73	0.986
767	980	0.382
767	406	0.353
838	355	0.187
900	203	0.672
967	116	0.18
1013	426	0.156
1047	709	0.19
1091	135	0.185
1125	756	0.468
1176	201	0.219
19	43	0.518
142	1003	0.634
142	544	0.175
587	351	0.389
1101	86	0.35
85	396	0.295
176	79	0.153
403	364	0.288
448	459	0.291
512	598	0.195
528	463	0.993
762	629	0.272
1108	745	0.221
1150	533	0.971
313	221	0.718
369	352	0.198
730	1108	0.261
983	580	0.179
983	718	0.986
327	1052	0.321
382	274	0.257
382	1080	0.206
431	594	0.391
714	404	0.92
873	359	0.219
904	683	0.551
960	1082	0.975
1168	665	0.246
202	1071	0.337
232	226	0.296
363	220	0.41
727	9	0.3
863	1095	0.153
1072	374	0.229
1175	1174	0.669
3	590	0.165
115	1128	0.187
150	50	0.523
381	392	0.411
809	355	0.163
991	426	0.157
1077	267	0.189
27	1133	0.999
514	1170	0.235
519	189	0.44
584	145	0.24
597	536	0.967
606	634	0.422
641	775	0.26
786	85	0.532
786	998	0.155
878	156	0.171
978	844	0.242
